,tweet
1854,엠브레인퍼블릭과 케이스탯리서치 코리아리서치 한국리서치가 지난 15 17일 전국 만 18세 이상 1004명을 대상으로 실시해 이날 공개한 전국지표조사 NBS 결과를 보면 대선 후보 지지도는 윤 후보 36 이 후보 35 안철수 국민의당 대선 후보 5 심상정 정의당 대선 후보 4 지역조사는 안했네
1878, 안철수 백신 주권은 다음 정부 주요 과제 정책 비전이 중요 mY1WoIqId4 국민의당 안철수 대선 후보가 다음 정부 임기 동안 지금까지 보지 못했던 새로운 감염병이 한두 번 올 수 있다 면서 백신 주권 확보를 강조했습니다 AYUyeQ1HUD
1882, 안철수 SK바이오사이언스 백신개발연구소 현장 방문 MWwx2Fo1SW 안철수 국민의당 대선 후보가 18일 백신 개발 연구 현장을 찾았다 안 후보는 이날 경기도 성남시 SK바이오사이언스를 방문해 백신개발연구소를 둘러본 뒤 연구원들과 이야기를 나눴다 rvSjhSWiX7
1913,5자대결 지지율 윤석열 47 7 이재명 33 3 14 4 p 격차 심상정 정의당 후보는 4 7 안철수 국민의당 후보는 3 7 김동연 후보는 1 8 집계 WukDoShL9Q 새로운물결 기회공화국 기회가강물처럼흐르는나라 아래로부터의반란 공무원개혁 기득권공화국 소상공인 청년 hyTWaY2aXJ
1914,5자대결 지지율 윤석열 47 7 이재명 33 3 14 4 p 격차 심상정 정의당 후보는 4 7 안철수 국민의당 후보는 3 7 김동연 후보는 1 8 집계 WukDoShL9Q 새로운물결 기회공화국 기회가강물처럼흐르는나라 아래로부터의반란 공무원개혁 기득권공화국 소상공인 청년 Msr4fiGMws
1915,5자대결 지지율 윤석열 47 7 이재명 33 3 14 4 p 격차 심상정 정의당 후보는 4 7 안철수 국민의당 후보는 3 7 김동연 후보는 1 8 집계 WukDoShL9Q 새로운물결 기회공화국 기회가강물처럼흐르는나라 아래로부터의반란 공무원개혁 기득권공화국 소상공인 청년 f36BTihtP0
1917,5자대결 지지율 윤석열 47 7 이재명 33 3 14 4 p 격차 심상정 정의당 후보는 4 7 안철수 국민의당 후보는 3 7 김동연 후보는 1 8 집계 WukDoShL9Q 새로운물결 기회공화국 기회가강물처럼흐르는나라 아래로부터의반란 공무원개혁 기득권공화국 소상공인 청년 9yXQNp07Nl
1918,5자대결 지지율 윤석열 47 7 이재명 33 3 14 4 p 격차 심상정 정의당 후보는 4 7 안철수 국민의당 후보는 3 7 김동연 후보는 1 8 집계 WukDoShL9Q 새로운물결 기회공화국 기회가강물처럼흐르는나라 아래로부터의반란 공무원개혁 기득권공화국 소상공인 청년
1922, 윤석열 47 7 이재명 33 3 국민 47 6 쌍특검 심상정 정의당 후보 4 7 안철수 국민의당 후보 3 7 김동연 전 경제부총리 1 8 였다 5zSLctXwAY 새로운물결 기회공화국 기회가강물처럼흐르는나라 아래로부터의반란 공무원개혁 ErMMDUaU2m
1924, 윤석열 47 7 이재명 33 3 국민 47 6 쌍특검 심상정 정의당 후보 4 7 안철수 국민의당 후보 3 7 김동연 전 경제부총리 1 8 였다 5zSLctXwAY 새로운물결 기회공화국 기회가강물처럼흐르는나라 아래로부터의반란 공무원개혁 NVqoAcqlfT
1926, 윤석열 47 7 이재명 33 3 국민 47 6 쌍특검 심상정 정의당 후보 4 7 안철수 국민의당 후보 3 7 김동연 전 경제부총리 1 8 였다 5zSLctXwAY 새로운물결 기회공화국 기회가강물처럼흐르는나라 아래로부터의반란 공무원개혁 ZGfu26bp5k
1928, 윤석열 47 7 이재명 33 3 국민 47 6 쌍특검 심상정 정의당 후보 4 7 안철수 국민의당 후보 3 7 김동연 전 경제부총리 1 8 였다 5zSLctXwAY 새로운물결 기회공화국 기회가강물처럼흐르는나라 아래로부터의반란 공무원개혁
1935,17 00 제35회 약의날 기념식 서울웨스틴조선호텔 주최 보건복지부 식품의약안전처 안철수 국민의당 국민상자 위드안 약의날 jVlpeoKUbM
1947,봐봐 우리 국민의당과 안철수 후보가 얼마나 잘하고 있는지 선거자금 600억에 민주당 보좌진 1 620명 구김당 보좌진 900명에 각 지역위원장들에 국회 의원들 합하면 기본이 몇 천명이네 우리 국민의당 한 사람이 저것들 상대로 도대체 몇 명과 싸우는거야 우리 국민의당 너무 잘하고 있어 힘내자
